SCED Time  Stamp,Repeated Hour  Flag,SUM  BASE POINT NON-WGR,SUM  HASL NON-WGR,SUM  LASL NON-WGR,SUM  BASE POINT WGR,SUM  HASL  WGR,SUM  LASL WGR,SUM  BASE POINT REMAINING RESOURCES,SUM  HASL REMAINING RESOURCES,SUM  LASL REMAINING RESOURCES,SUM  GEN  TELEM  MW
07/25/2024 00:00:17,N,1766.10984595,3353.94350794,1053.44689208,8998.06216281,9002.24541324,.1,3.14058513,784.71962738,0,10773.68222
07/25/2024 00:15:10,N,1594.69593985,3276.93708399,969.05136901,8882.47955667,8886.19012415,.1,2.72429314,786.13916969,0,10441.14825
07/25/2024 00:30:11,N,1566.4493521,3273.18313959,968.89533263,8725.64948391,8729.83102536,.1,2.61664539,785.9170494,0,10249.87194
07/25/2024 00:45:12,N,1570.09864123,3269.59272173,968.65746337,8436.7236374,8440.18167573,.1,2.3170515,785.5454216,0,9983.67328
07/25/2024 01:00:20,N,1629.24416907,3281.42786196,969.2868579,8182.67157918,8187.35502797,.1,2.31888533,807.77048206,0,9781.90513
07/25/2024 01:15:11,N,1644.44593127,3290.1658695,970.3329547,7835.91935789,7840.31338179,.32618913,2.44920115,808.14156532,0,9451.12189
07/25/2024 01:30:11,N,1644.64162714,3291.17758158,971.68614989,7470.50380706,7474.79081344,.1,2.83519283,808.36710071,0,9088.25118
07/25/2024 01:45:09,N,1642.71502192,3291.41497591,971.42121154,7232.36884242,7236.92379695,.1,18.70307312,809.06268167,0,8847.08507
07/25/2024 02:00:16,N,1641.57995589,3293.49188688,969.90554076,6979.51741987,6997.61836534,.1,27.47790225,830.35741376,0,8615.24675
07/25/2024 02:15:12,N,1644.58586771,3296.81579569,971.18389159,6570.54983124,6575.28546509,.1,1.25435616,829.78142309,0,8181.41458
07/25/2024 02:30:10,N,1646.65297587,3297.19691732,971.38567382,6323.52356529,6327.5711193,.1,10.9015094,829.03201675,0,7945.92698
07/25/2024 02:45:09,N,1645.35948641,3297.18943384,971.25103026,6029.21703335,6033.12304303,.1,17.29169377,826.95738363,0,7641.212
